text,speaker,episode,season,preface,scene,scene_id,action,action_id,character,count
"If she’s
caught the eye of the Ogimoto House,
I couldn’t be more thankful. But what kind of stroke of luck is this?",Uzui,9,2,," At one of the houses.
Tanjirou, Zenitsu, and Inosuke
in female clothing
and makeup present themselves to the owner and
proprietress.",1,,,,
"Oh, please. I have a sure eye for these things.",Madam,9,2,," At one of the houses.
Tanjirou, Zenitsu, and Inosuke
in female clothing
and makeup present themselves to the owner and
proprietress.",1,,,,
"Take care of yourself, Inoko!",Uzui,9,2,," At one of the houses.
Tanjirou, Zenitsu, and Inosuke
in female clothing
and makeup present themselves to the owner and
proprietress.",1,,,,
"Oh no! I’m the only
leftover!",Zenitsu,9,2,Thoughts," At one of the houses.
Tanjirou, Zenitsu, and Inosuke
in female clothing
and makeup present themselves to the owner and
proprietress.",1,,,,
"What do you think?
Attendant         Oh, my! Unbelievable!",Madam,9,2,," At the Ogimoto House.
The madam returns
with Inosuke and removes the makeup.",1,,,,
"They’d plastered her face in a bizarre way, but just look at her now that it’s off!",Madam,9,2,," At the Ogimoto House.
The madam returns
with Inosuke and removes the makeup.",1,,,,
"I’ll train
her like nobody’s
business! I’ll make sure she’s in more demand than Kyougoku
House’s Warabihime or Tokito House’s Koinatsu!
Attendant         Yes, but this girl is actually
quite sturdy.",Madam,9,2,," At the Ogimoto House.
The madam returns
with Inosuke and removes the makeup.",1,,,,
"Well, it’s better for a girl to be plump and meaty, right?
Attendant         I
think she’s more muscular than plump…
Prostitute
1      O-Oh, that girl can really
play the shamisen.
Prostitute
2      Yes, she’s so dynamic. Did she join us recently?
Prostitute 3     She seems to have a good ear. I
was told that she can play the shamisen
or koto after just one listen.",Madam,9,2,," At the Ogimoto House.
The madam returns
with Inosuke and removes the makeup.",1,,,,
"The man who brought
her here was drop-dead gorgeous, I hear. Prostitute 1       Oh my!
Prostitute 2      Was
he really? I wish I could’ve seen him.
Prostitute
3      And that chaperone hag was totally
smitten.
Attendant         Fufu… You know what? I
can tell. That girl is to rise to the
top.
Prostitute 2      Huh?
Attendant         The grittiness to get back at the man who abandoned
her… I can sense it. A girl like that
has a backbone.
Prostitute
1      I-I see.","Prostitute 2     But she sure is ugly. I’m surprised that she got taken in
here. Prostitute 3",9,2,," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"You can have her clean the toilets or whatever! Please,
just take her! (Flashback) Heck, I’d even give her
away for free if I had to!",Uzui,9,2,Flashback," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"I’m going to make that guy pay! I swear
I’m going to become the number one oiran in Yoshiwara!!
Prostitute
1      Sumiko? Sumiko?
Prostitute
1      We’re so short-staffed now. Could you carry these up?",Zenitsu,9,2,Thoughts," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"Understood! I’ll take them up right
now!
Prostitute
2      Thanks. You’re such a hard
worker.
Prostitute 1     After
we removed your makeup, she found the scar on your forehead, so the madam was seething with rage yesterday.",Tanjirou,9,2,," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"Just stop it! It’s no use lashing
out at this poor child!",Owner,9,2,Flashback," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"Yes! I’m so glad they’re letting
me work here!
Prostitute
2      Isn’t she… rather
strong?
Prostitute 1      Strong…
Servant 1         They’re saying
that Kyougoku House’s
madam fell from a window
and died.
Servant 2         That’s scary.
Let’s be careful,
okay?
A lot of the older girls are leaving
these days, pulling
out from the house.
Servant 1         So scary.",Tanjirou,9,2,," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"What is “pulling out”? Servant 2       That’s a lot of baggage.
Tanjirou
They’re all gifts for Koinatsu-oiran.
Servant 1         Sumiko, you don’t know?
“Pulling out” means to run away from here without paying
off your debts.
Servant 2         It’s really
bad if you get caught.
Servant 1         Some people
do manage to run off with the man they love.
Servant 2         Right, like the other day, Suma-oiran…",Tanjirou,9,2,," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"Pulling out… How convenient is that for demons?
Even if someone
were to vanish,
people would only assume that she’d run away. The diary was probably forged.
I pray
that you’re safe. We’re going to rescue you, no matter
what, Miss Suma!",Tanjirou,9,2,Thoughts," At the Kyougoku House.
Zenitsu plays the shamisen aggressively.",1,,,,
"All quiet today, too. I’m getting a really bad feeling. It’s like being
enveloped in smoke.
So adept at becoming invisible… Could it be that the demon residing
here is an Upper Rank demon?
If that’s the case… we could be in for an ultra-flashy fight to the death.
So hot! I’m dying to take these off! Wearing
this stupid outfit blunts my senses like you
wouldn’t believe!
Prostitute
1      Oh, Yae! Do you have a minute?
Do you think Makio’s
all right?
Prostitute 2     Well,
she’s shut herself
into her room and won’t come out, and all she said is that she
wasn’t feeling well, but she won’t go to the hospital.
Sooner or later, the madam’s going to drag her out.
Prostitute
1      I just brought
a meal to her. I only left it outside
her door, but…",Uzui,9,2,Thoughts," On a rooftop
in Yoshiwara. Uzui sits and contemplates.",1,,,,
"Makio?
That’s Uzui’s wife.
I finally heard
her name mentioned. (Thoughts) Not feeling well?
Like that would stop her from checking in.
That woman came from that direction, huh?
Guess I’ll take a look.
Prostitute
1      Oh, Inoko.
Prostitute 2      You’ll hurt yourself if you rush like that!
Prostitute
1      What a quiet girl.",Inosuke,9,2,Thoughts," At the Ogimoto House.
Inosuke carries a tray of food.",1,,,,
"You have a husky voice,
so don’t ever say a
word.
And you stink at falsetto, so everyone will know right
away that you’re
a guy. I’m not kidding.",Uzui,9,2,Flashback," At the Ogimoto House.
Inosuke carries a tray of food.",1,,,,
"What am I supposed to do, dammit?",Inosuke,9,2,Thoughts," At the Ogimoto House.
Inosuke carries a tray of food.",1,,,,
"Now, then, answer me. Now, then, answer me. Now, then, answer me… Now, then, answer me.",Obi,9,2,," In Makio’s
room. Makio is tied up by Daki’s obi sashes.",1,,,,
"Who were you writing
these letters to?
What was your name again? Oh, that’s right.
It’s Makio.",Obi,9,2,," In Makio’s
room. Makio is tied up by Daki’s obi sashes.",1,,,,
"Answer me, Makio.
",Obi,9,2,," In Makio’s
room. Makio is tied up by Daki’s obi sashes.",1,,,,
"Fu…
Courtesan        Grr…!",Daki,10,2,," In Yoshiwara, at night, in the past.
A courtesan approaches Daki as she prepares
for her nightly duties.",1,,,,
"Ahh… So, this is it! Ogimoto
House. Fufufu…",Man,10,2,," In Yoshiwara, during the day. A lecherous
looking man strolls
through the streets.",1,,,,
"Now then, answer me.",Obi,10,2,," In Yoshiwara, during the day. A lecherous
looking man strolls
through the streets.",1,,,,
Answer me… Makio.,Obi,10,2,," In Yoshiwara, during the day. A lecherous
looking man strolls
through the streets.",1,,,,
"It seems like I
lost sight of who I was.
I was supposed to be looking
for Uzui’s wife, Hinatsuru.
What good would
it do to hone my shamisen and koto skills?
Still, what am I going to do? I’ve been all ears since I got here, but I
haven’t heard a word about Hinatsuru.
It was two days ago that the owner of this House passed away, huh?
Everyone’s gloomy, and they’re keeping their mouths shut.
Prostitutes       Get
that for me, will you?
I can’t find my sash!
I’m so hungry.
Has the hairdresser arrived
yet?",Zenitsu,10,2,Thoughts," In the Kyougoku House of the entertainment
district. Zenitsu, dressed as a girl, walks through
the halls.",1,,,,
"We have a crisis.
A young girl is crying.",Zenitsu,10,2,," In the Kyougoku House of the entertainment
district. Zenitsu, dressed as a girl, walks through
the halls.",1,,,,
"Hmm? Someone
else is on their way.
Ogimoto House certainly has no shortage
of busybodies.",Obi,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
I have to find a way to let him know! (Thoughts) Lord Tengen!,Makio,10,2,Thoughts," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
Ugh! Ngh…!,Makio,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"Make a commotion, and I’ll pulverize all the organs in your body.",Obi,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"That must be the food that woman
left. So it means that’s
Makio’s room, huh? (Thoughts) It’s odd… It feels so odd!
Is she in some kind of trouble now? I can’t tell. (Thoughts) I’m getting this
slimy, creepy vibe, but…
Tsk! Sitting here thinking
and not doing a thing…
isn’t my style!
The wind… even though the windows are closed…
(Thoughts) The attic…
Grr… Hey, damn you!",Inosuke,10,2,Thoughts," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
I’m onto you!,Inosuke,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"What? It’s clattering around
in the ceiling!",Inosuke,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"It’s a demon,
just like I thought! Where’s
it heading? Where’s
it running off to?!",Inosuke,10,2,Thoughts," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"I’m not letting you get away!
Prostitute         Ahh!
What’s going on?!
Attendant         Ahh!",Inosuke,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"It’s daytime, so it escaped
up there!
But it has to climb down the walls at some point!
Right there!!",Inosuke,10,2,Thoughts," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"Ohh! Now there’s a sweet young
thing…",Man,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"Ah… Ahh~!
You punched him!",Owners,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"Dammit!
I messed up! It’s fleeing
downstairs!",Inosuke,10,2,Thoughts," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"This way?!
No, it’s this way…
Dammit! It’s hard to get a feel for it! I lost
sight of it! Dammit! It’s all because people got
in my way!",Inosuke,10,2,," At the Ogimoto House.
Inosuke investigates Makio’s
disappearance.",1,,,,
"Hey! It’s like a disaster struck
here! What happened
in this room?!
Servant 1         Ah…",Zenitsu,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"Huh?! W-Were you in a fight?!
Are you okay?!
Servant 1         Ahh…!",Zenitsu,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
H-Huh? Hey!,Zenitsu,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"A-Are you all right?
Come on, settle
down, okay?
I wasn’t angry with you, all right? Sorry about that.
If you’re in any kind of trouble
-- Ah…!",Zenitsu,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
What are you doing in my room?,Daki,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"That’s…
a demon standing
behind me. That’s not what a demon
sounds like.
I didn’t
even notice her until right
before she spoke to me. I-Is that even possible?
This is bad news, but it’s so quiet that I’m actually terrified! (Thoughts) This must be… an
U-Upper Rank demon, right?",Zenitsu,10,2,Thoughts," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"Hey! Are you hard of hearing
or something?
Servant 2         Huh… Ah… Warabihime-oiran…
Servant 3         That girl just started
here the day before yesterday, so…",Daki,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"What? So what if she did?
Servant 3",Daki,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"Forgive me for entering
without permission! The room’s in such disarray,
and this girl was
crying, so…",Zenitsu,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"Could you get any uglier? You really make me ill. Wouldn’t you be better
off dead?
What’s up with that hair color of yours?
Do you actually want to stand out?",Daki,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"This room is still
in shambles.
I thought I told you to clean it up.
Servant 1         Ah…
Servant 1         Ahh!",Daki,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
Please… take your hands off her!,Zenitsu,10,2,," In the Kyougoku House.
Zenitsu finds a young girl crying in Daki’s room.",1,,,,
"Madam, I’ve finished scrubbing
the hallways and preparing the flowers.
Proprietress    What?
Already?",Tanjirou,10,2,," In the evening, at the Tokito House of the entertainment district. Dressed as a girl, Tanjirou does his cleaning duties and prepares for the day.",1,,,,
"What shall I do next?
Proprietress    N-Next?
Um…",Tanjirou,10,2,," In the evening, at the Tokito House of the entertainment district. Dressed as a girl, Tanjirou does his cleaning duties and prepares for the day.",1,,,,
"Here’s a fresh cup of tea, madam!
Proprietress    Ahh… Sorry to trouble you.",Tanjirou,10,2,," In the evening, at the Tokito House of the entertainment district. Dressed as a girl, Tanjirou does his cleaning duties and prepares for the day.",1,,,,
"Not at all!
Madam, what’s next?
Madam, what’s
next? Madam!
Proprietress    Would
you be quiet?! Just hold on for a second!
Proprietress    You’re
a quick worker and such a diligent
child, aren’t you?",Tanjirou,10,2,," In the evening, at the Tokito House of the entertainment district. Dressed as a girl, Tanjirou does his cleaning duties and prepares for the day.",1,,,,
"That new girl went and smashed
up the house!
It looks like I need to teach that one a harsh lesson.
Hey, Inoko!",Madam,10,2,," At the Ogimoto House.
The madam finds
the hole that Inosuke smashed
into the wall.",1,,,,
Wh-What on earth are you doing?!,Madam,10,2,," At the Ogimoto House.
The madam finds
the hole that Inosuke smashed
into the wall.",1,,,,
I can’t sense it even if I focus. Where the hell did it go?,Inosuke,10,2,Thoughts," At the Ogimoto House.
The madam finds
the hole that Inosuke smashed
into the wall.",1,,,,
"What did you say? Let’s hear you say that
again.",Daki,10,2,," In the Kyougoku
House. Zenitsu holds onto Daki’s
wrist.",1,,,,
Please take your hands off her.,Zenitsu,10,2,," In the Kyougoku
House. Zenitsu holds onto Daki’s
wrist.",1,,,,
"Up close, you’re even uglier than I thought.",Daki,10,2,," In the Kyougoku
House. Zenitsu holds onto Daki’s
wrist.",1,,,,
Take your --,Zenitsu,10,2,," In the Kyougoku
House. Zenitsu holds onto Daki’s
wrist.",1,,,,
"How dare you… touch
me…",Daki,10,2,," In the Kyougoku
House. Zenitsu holds onto Daki’s
wrist.",1,,,,
"I want you to stop it right
now!",Omitsu,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
Stop what?,Daki,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"Stop causing people here to get hurt, leave,
or commit suicide,
that’s what!
As for the ones who killed
themselves, you may as well have bullied
them to death, Warabihime!",Omitsu,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"That’s a harsh thing
to say, Madam. You’re not going to take my side, then?
You don’t think it’s their own fault for irritating me?",Daki,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"Until now, I’ve looked the other way more times than I can count, but something’s not right about you! I can’t protect you
anymore!",Omitsu,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"And exactly whose earnings
was it that allowed this House to prosper so, you hag?",Daki,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"Years and years ago, when
I was still a child… the old lady from the teahouse
told me a story!
She’d become profoundly forgetful, but she told me about a certain
oiran.
She was incredibly beautiful, but also incredibly twisted by nature.
The old lady said that she’d seen such oirans when she was
a child and again when she was middle-aged.
These oirans were fond of assuming
names ending with “hime”… and if
anything were to irritate them, they’d cock their heads to the side and glare
at you from below.
You… Who are you?!
Could it be… that you’re not human?!",Omitsu,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
Ahh… Ugh! Ahh…,Omitsu,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"That’s the kind of thing… that you
should keep your mouth shut about
when you realize it. It’s the smart way to live.
That’s how everyone’s survived
until now.
But it looks like you’re far more stupid
than I ever thought. It’s a
real pity, Omitsu.",Daki,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"There’s no need for you to be so scared.
The dried-out
flesh of old hags like you tastes horrible.
If it’s ugly or dirty,
there’s no way I’d ever put it in my mouth!
Goodbye, Omitsu.",Daki,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
St… Stop… Ahh!!,Omitsu,10,2,," At the Kyougoku House,
two days before
Tanjirou and the others arrive.
Omitsu approaches Daki in
Daki’s room.",1,,,,
"Don’t you dare touch
me in such a familiar
way! Don’t flatter
yourself, you rotten
little punk!
It looks like you’re
in need of some discipline! Some severe discipline!",Daki,10,2,," In the present,
at the Kyougoku House. Daki backhands Zenitsu,
and Zenitsu goes flying through some doors.",1,,,,
Warabihime-oiran…,Master,10,2,," In the present,
at the Kyougoku House. Daki backhands Zenitsu,
and Zenitsu goes flying through some doors.",1,,,,
"I beg of you. Please.
Please forgive her. It’s almost time for us to open. Our customers
will be arriving.
I’ll be sure to reprimand her harshly, so please, for now… Please,
just help me save some face.",Master,10,2,," In the present,
at the Kyougoku House. Daki backhands Zenitsu,
and Zenitsu goes flying through some doors.",1,,,,
"I
suppose I may have lashed out at this newcomer
too mercilessly. Tend to her wounds,
please.
Master, please
raise your head.
I’m the one who should be apologizing. Lately, so many
things have left me feeling irritated.
I’m heading off to work, so get this place tidied
up right now.
Servant 1         Y-Yes, ma’am!",Daki,10,2,," In the present,
at the Kyougoku House. Daki backhands Zenitsu,
and Zenitsu goes flying through some doors.",1,,,,
"Call for some help. Get this room cleaned
up! Don’t do anything
that would get on
Warabihime-oiran’s nerves!",Owner,10,2,," In the present,
at the Kyougoku House. Daki backhands Zenitsu,
and Zenitsu goes flying through some doors.",1,,,,
"That little brat…
From what I can sense,
his injuries are only minor.
Even though he’s blacked out… he went on the defensive. He’s no civilian.
He’s probably with the Demon
Slayer Corps. That said, he doesn’t have the
skill of a Hashira.",Daki,10,2,Thoughts," In the present,
at the Kyougoku House. Daki backhands Zenitsu,
and Zenitsu goes flying through some doors.",1,,,,
"Fu… It took a bit of time, but you did a good job bringing
him in. Just keep them coming.
I’ll be happy to kill and devour them all.",Daki,10,2,," In the present,
at the Kyougoku House. Daki backhands Zenitsu,
and Zenitsu goes flying through some doors.",1,,,,
"There’s
a murky scent in the air.
At night, in this city… there’s a murky scent in the air.
Servant 1         Zenko!
Servant 3
Zenko!
Servant 2         Ah…!
Servant 3         Thank goodness!
Servant 1         Are you okay, Zenko?",Tanjirou,10,2,Thoughts," At the Tokito House. Tanjirou
carries a bunch of floor cushions outside
the rooms.",1,,,,
"Wow… Ah… What happened
to me?
Servant 2         You got punched, Zenko,
and you blacked out!",Zenitsu,10,2,," At night, at the Kyougoku
House. Zenitsu rests in bed.",1,,,,
"Ahh… That’s right, my name is Zenko. I had a dream that I’d become
a man…
Servant 2         We brought
you some food,
so be sure to have it!
Servant 3         Use this to cool down your cheek.
Servant 2         Are you okay?",Zenitsu,10,2,," At night, at the Kyougoku
House. Zenitsu rests in bed.",1,,,,
"Yes, it’s not as bad as it
looks, I don’t think.
Servant 1         Zenko, thank
you.
Servant 1         This is what you got for defending me…",Zenitsu,10,2,," At night, at the Kyougoku
House. Zenitsu rests in bed.",1,,,,
"Any man would rescue
a damsel in distress. That’s a given.
Not that I’m a man, all right? What I mean is, any human would,
see?
For instance, the eldest daughter
or whatever! I’m the eldest daughter, so I can’t stand by while a younger girl weeps! Not
normally!
Servant 1         That’s not true. Everyone
here has their hands full just taking
care of themselves.
We’ve never met a kindhearted person like you before.
Servant 2 See you later,
Zenko. Servant 1 Take
care of yourself. Servant 3  Get lots of rest,
okay? Zenitsu     Right,
thanks!",Zenitsu,10,2,," At night, at the Kyougoku
House. Zenitsu rests in bed.",1,,,,
"Nowhere to be found?
Attendant         Yes. Uh, it’s Zenko. The one with the yellow hair.
She fainted, so we put her to bed, but she’s not in her room.
Shall we have them look for her?",Owner,11,2,," At the Kyougoku
House. An attendant informs the owner that Zenitsu
is missing.",1,,,,
"Don't bother. Forget it. Don’t look for her.
She’s pulled out. What do I care?
She must’ve run off somewhere. Just forget about it.
Attendant         But Master…",Owner,11,2,," At the Kyougoku
House. An attendant informs the owner that Zenitsu
is missing.",1,,,,
"Would you shut the hell up?!
Attendant         Ah!",Owner,11,2,," At the Kyougoku
House. An attendant informs the owner that Zenitsu
is missing.",1,,,,
"Dismissed!
Don’t ever mention Zenko’s
name again!",Owner,11,2,," At the Kyougoku
House. An attendant informs the owner that Zenitsu
is missing.",1,,,,
"Tell the others not to, either.
It’s all because they got on Warabihime-oiran’s nerves!
Both Zenko and Omitsu.",Owner,11,2,," At the Kyougoku
House. An attendant informs the owner that Zenitsu
is missing.",1,,,,
"I told you! There’s
a demon at my House,
all right?!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
Well…,Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"I’m telling you, it was a thing like this! You know, like this!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Yeah, sure, uh… Hold up a second, okay?",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Like this?! Do you get this, then?!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Uzui and Zenitsu should
be coming soon to check
in, so…",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"It was like this, okay?! It was clear to me!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Yeah, yeah…",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
Zenitsu won’t be coming.,Uzui,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"This guy’s got mad skills.
He didn’t make a sound.
Not even the slightest puff of wind.",Inosuke,11,2,Thoughts," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"“Zenitsu won’t be coming.”
What do you mean by that?",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"I feel bad about putting you through this.
I wanted to… rescue
my wives so badly, I made some bad decisions.
As it stands, Zenitsu
is missing. There’s
been no contact since last night.
You two should leave now. You’re ranked too low for this.
If the demon here turns out to be an Upper Rank,
you couldn’t handle it. If you vanish from here, they’ll
assume that you’re dead.
I’ll be continuing this mission on my own.",Uzui,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"No, Uzui, we --",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
Don’t be ashamed.,Uzui,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Whoever survives
wins. Don’t overlook
your chance.",Uzui,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Come back here, old man!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"You think he can’t
trust us because
we’re the lowest rank?",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Hey, our rank is Kanoe. We’ve already moved up.",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Do you remember all the rankings?
Remember how we used to be Mizunoto at the very bottom? Now we’re fourth from the bottom, Kanoe!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Oh, snap! You caught up to me!",Murata,11,2,Imagination," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Gahahah!
Eat it, you pissant crybaby!
We’ll be moving
past you in no time!",Inosuke,11,2,Imagination," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"What was that, you stupid
boar?!",Murata,11,2,Imagination," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
You wanna fight?!,Inosuke,11,2,Imagination," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Ready? Watch this.
Show me my ranking.",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
How do you like that?!,Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
What…,Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Huh? They fiddled with your arm on Wisteria
Mountain, didn’t they?",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"I remember them fiddling
with it, but I was exhausted.",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"It’s called
“Wisteria Flower Engraving”, and you say that phrase
and flex your muscles to invoke it.",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
I had no idea about that.,Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
It’s a sign that you’re a Demon Slayer.,Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Hey, cheer up!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Wait! We don’t have time for this! Sorry!
As soon as night
falls, I’ll head over to your Ogimoto
House!
So wait for me until then. It’d be dangerous to make a move on your own!",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
Why should I do that?!,Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
I’ll be done investigating my own House today!,Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Grr… I told you, the demon’s
at my House, so you’d
better come with me right now!
How stupid are you, anyway?! For crying out loud!",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
Hmph! Hmph! Hmph!,Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Uzui was patrolling outside
the Houses during
the night, right?
Ow, ow, ow!
Even still, Zenitsu disappeared, and the demon at your place is nowhere
to be seen right now!",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"Hey! Could you stop smacking me around?!
I think there must be a passageway inside
the building.",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
Ah… A passageway?,Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"That’s right.
And since it’s not coming
in and out, there’s a good chance that the demon is working on the inside.
If the demon’s working
in the House and cleverly
disguising itself as a human, then it’d be all the more careful about killing
people to make sure its cover won’t be blown.",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"I get it… Cleaning
up after a murder would be a hassle. And wiping away bloodstains
would be a chore.",Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
"This is a nightlife
district. It can be convenient for demons in more ways than one, but
also just as inconvenient for them.
They have to work at night.
It would seem suspicious if they weren’t
around.",Tanjirou,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
You’re right.,Inosuke,11,2,," On the rooftop
of a building. Tanjirou and Zenitsu meet up.",1,,,,
